Comuna;FECHA_INMUNIZACION;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Pedro Aguirre Cerda;2023-04-06;Única;16;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-10;Única;7;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-11;Única;5;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-12;Única;8;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-13;Única;6;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-14;Única;6;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-15;Única;2;P. de salud: Público;Sur
Peñaflor;2023-03-15;Única;62;P. de salud: Público;Occidente
Peñaflor;2023-03-16;Única;29;P. de salud: Público;Occidente
Peñaflor;2023-03-17;Única;40;P. de salud: Público;Occidente
Peñaflor;2023-03-20;Única;32;P. de salud: Público;Occidente
Peñaflor;2023-03-21;Única;27;P. de salud: Público;Occidente
Peñaflor;2023-03-22;Única;70;P. de salud: Público;Occidente
Peñaflor;2023-03-23;Única;36;P. de salud: Público;Occidente
Peñaflor;2023-03-24;Única;9;P. de salud: Público;Occidente
Peñaflor;2023-03-25;Única;8;P. de salud: Público;Occidente
Peñaflor;2023-03-27;Única;11;P. de salud: Público;Occidente
Peñaflor;2023-03-28;Única;10;P. de salud: Público;Occidente
Peñaflor;2023-03-29;Única;14;P. de salud: Público;Occidente
Peñaflor;2023-03-30;Única;21;P. de salud: Público;Occidente
Peñaflor;2023-03-31;Única;24;P. de salud: Público;Occidente
Peñaflor;2023-04-03;Única;9;P. de salud: Público;Occidente
Peñaflor;2023-04-04;Única;7;P. de salud: Público;Occidente
Peñaflor;2023-04-05;Única;5;P. de salud: Público;Occidente
Peñaflor;2023-04-06;Única;6;P. de salud: Público;Occidente
Peñaflor;2023-04-10;Única;12;P. de salud: Público;Occidente
Peñaflor;2023-04-11;Única;6;P. de salud: Público;Occidente
Peñaflor;2023-04-12;Única;6;P. de salud: Público;Occidente
Peñaflor;2023-04-13;Única;13;P. de salud: Público;Occidente
Peñaflor;2023-04-14;Única;13;P. de salud: Público;Occidente
Peñaflor;2023-04-15;Única;8;P. de salud: Público;Occidente
Peñalolén;2023-03-15;Única;461;P. de salud: Público;Oriente
Peñalolén;2023-03-16;Única;399;P. de salud: Público;Oriente
Peñalolén;2023-03-17;Única;45;P. de salud: Público;Oriente
Peñalolén;2023-03-18;Única;1;P. de salud: Público;Oriente
Peñalolén;2023-03-20;Única;47;P. de salud: Público;Oriente
Peñalolén;2023-03-21;Única;46;P. de salud: Público;Oriente
Peñalolén;2023-03-22;Única;49;P. de salud: Público;Oriente
Peñalolén;2023-03-23;Única;27;P. de salud: Público;Oriente
Peñalolén;2023-03-24;Única;34;P. de salud: Público;Oriente
Peñalolén;2023-03-25;Única;7;P. de salud: Público;Oriente
Peñalolén;2023-03-27;Única;25;P. de salud: Público;Oriente
Peñalolén;2023-03-28;Única;34;P. de salud: Público;Oriente
Peñalolén;2023-03-29;Única;26;P. de salud: Público;Oriente
Peñalolén;2023-03-30;Única;21;P. de salud: Público;Oriente
Peñalolén;2023-03-31;Única;235;P. de salud: Público;Oriente
Peñalolén;2023-04-01;Única;3;P. de salud: Público;Oriente
Peñalolén;2023-04-03;Única;29;P. de salud: Público;Oriente
Peñalolén;2023-04-04;Única;27;P. de salud: Público;Oriente
Peñalolén;2023-04-05;Única;19;P. de salud: Público;Oriente
Peñalolén;2023-04-06;Única;37;P. de salud: Público;Oriente
Peñalolén;2023-04-07;Única;1;P. de salud: Público;Oriente
Peñalolén;2023-04-10;Única;22;P. de salud: Público;Oriente
Peñalolén;2023-04-11;Única;29;P. de salud: Público;Oriente
Peñalolén;2023-04-12;Única;14;P. de salud: Público;Oriente
Peñalolén;2023-04-13;Única;52;P. de salud: Público;Oriente
Peñalolén;2023-04-14;Única;24;P. de salud: Público;Oriente
Peñalolén;2023-04-15;Única;5;P. de salud: Público;Oriente
Pirque;2023-03-15;Única;5;P. de salud: Público;Suroriente
Pirque;2023-03-16;Única;6;P. de salud: Público;Suroriente
Pirque;2023-03-17;Única;5;P. de salud: Público;Suroriente
Pirque;2023-03-18;Única;2;P. de salud: Público;Suroriente
Pirque;2023-03-20;Única;2;P. de salud: Público;Suroriente
Pirque;2023-03-21;Única;9;P. de salud: Público;Suroriente
Pirque;2023-03-22;Única;13;P. de salud: Público;Suroriente
Pirque;2023-03-23;Única;11;P. de salud: Público;Suroriente
Pirque;2023-03-24;Única;16;P. de salud: Público;Suroriente
Pirque;2023-03-25;Única;14;P. de salud: Público;Suroriente
Pirque;2023-03-27;Única;4;P. de salud: Público;Suroriente
Pirque;2023-03-28;Única;4;P. de salud: Público;Suroriente
Pirque;2023-03-29;Única;1;P. de salud: Público;Suroriente
Pirque;2023-03-30;Única;3;P. de salud: Público;Suroriente
Pirque;2023-03-31;Única;10;P. de salud: Público;Suroriente
Pirque;2023-04-01;Única;9;P. de salud: Público;Suroriente
Pirque;2023-04-03;Única;8;P. de salud: Público;Suroriente
Pirque;2023-04-04;Única;1;P. de salud: Público;Suroriente
Pirque;2023-04-05;Única;3;P. de salud: Público;Suroriente
Pirque;2023-04-06;Única;4;P. de salud: Público;Suroriente
Pirque;2023-04-10;Única;3;P. de salud: Público;Suroriente
Pirque;2023-04-11;Única;3;P. de salud: Público;Suroriente
Pirque;2023-04-12;Única;2;P. de salud: Público;Suroriente
Pirque;2023-04-13;Única;2;P. de salud: Público;Suroriente
Pirque;2023-04-14;Única;8;P. de salud: Público;Suroriente
Pirque;2023-04-15;Única;3;P. de salud: Público;Suroriente
Providencia;2023-03-15;Única;215;P. de salud: Público;Oriente
Providencia;2023-03-16;Única;151;P. de salud: Público;Oriente
Providencia;2023-03-17;Única;269;P. de salud: Público;Oriente
Providencia;2023-03-18;Única;2;P. de salud: Público;Oriente
Providencia;2023-03-20;Única;580;P. de salud: Público;Oriente
Providencia;2023-03-21;EPRO;1;P. de salud: Público;Oriente
Providencia;2023-03-21;Única;582;P. de salud: Público;Oriente
Providencia;2023-03-22;Única;604;P. de salud: Público;Oriente
Providencia;2023-03-23;Única;659;P. de salud: Público;Oriente
Providencia;2023-03-24;Única;479;P. de salud: Público;Oriente
Providencia;2023-03-25;Única;2;P. de salud: Público;Oriente
Providencia;2023-03-27;Única;119;P. de salud: Público;Oriente
Providencia;2023-03-28;Única;114;P. de salud: Público;Oriente
Providencia;2023-03-29;Única;105;P. de salud: Público;Oriente
Providencia;2023-03-30;Única;92;P. de salud: Público;Oriente
Providencia;2023-03-31;Única;237;P. de salud: Público;Oriente
Providencia;2023-04-01;Única;4;P. de salud: Público;Oriente
Providencia;2023-04-03;Única;168;P. de salud: Público;Oriente
Providencia;2023-04-04;Única;90;P. de salud: Público;Oriente
Providencia;2023-04-05;Única;60;P. de salud: Público;Oriente
Providencia;2023-04-06;Única;69;P. de salud: Público;Oriente
Providencia;2023-04-10;Única;66;P. de salud: Público;Oriente
Providencia;2023-04-11;Única;138;P. de salud: Público;Oriente
Providencia;2023-04-12;Única;120;P. de salud: Público;Oriente
Providencia;2023-04-13;Única;134;P. de salud: Público;Oriente
Providencia;2023-04-14;Única;183;P. de salud: Público;Oriente
Providencia;2023-04-16;Única;1;P. de salud: Público;Oriente
Pudahuel;2023-03-15;Única;111;P. de salud: Público;Occidente
Pudahuel;2023-03-16;Única;34;P. de salud: Público;Occidente
Pudahuel;2023-03-17;Única;57;P. de salud: Público;Occidente
Pudahuel;2023-03-20;Única;51;P. de salud: Público;Occidente
Pudahuel;2023-03-21;Única;42;P. de salud: Público;Occidente
Pudahuel;2023-03-22;Única;44;P. de salud: Público;Occidente
Pudahuel;2023-03-23;Única;32;P. de salud: Público;Occidente
Pudahuel;2023-03-24;Única;86;P. de salud: Público;Occidente
Pudahuel;2023-03-27;Única;37;P. de salud: Público;Occidente
Pudahuel;2023-03-28;Única;30;P. de salud: Público;Occidente
Pudahuel;2023-03-29;Única;21;P. de salud: Público;Occidente
Pudahuel;2023-03-30;Única;30;P. de salud: Público;Occidente
Pudahuel;2023-03-31;Única;39;P. de salud: Público;Occidente
Pudahuel;2023-04-03;Única;30;P. de salud: Público;Occidente
Pudahuel;2023-04-04;Única;46;P. de salud: Público;Occidente
Pudahuel;2023-04-05;Única;18;P. de salud: Público;Occidente
Pudahuel;2023-04-06;Única;25;P. de salud: Público;Occidente
Pudahuel;2023-04-10;Única;28;P. de salud: Público;Occidente
Pudahuel;2023-04-11;Única;19;P. de salud: Público;Occidente
Pudahuel;2023-04-12;Única;15;P. de salud: Público;Occidente
Pudahuel;2023-04-13;Única;25;P. de salud: Público;Occidente
Pudahuel;2023-04-14;Única;37;P. de salud: Público;Occidente
Pudahuel;2023-04-15;Única;3;P. de salud: Público;Occidente
Puente Alto;2023-03-15;Única;479;P. de salud: Público;Suroriente
Puente Alto;2023-03-16;Única;366;P. de salud: Público;Suroriente
Puente Alto;2023-03-17;Única;526;P. de salud: Público;Suroriente
Puente Alto;2023-03-18;Única;6;P. de salud: Público;Suroriente
Puente Alto;2023-03-19;Única;5;P. de salud: Público;Suroriente
Puente Alto;2023-03-20;Única;219;P. de salud: Público;Suroriente
Puente Alto;2023-03-21;Única;204;P. de salud: Público;Suroriente
Puente Alto;2023-03-22;Única;292;P. de salud: Público;Suroriente
Puente Alto;2023-03-23;Única;230;P. de salud: Público;Suroriente
Puente Alto;2023-03-24;Única;232;P. de salud: Público;Suroriente
Puente Alto;2023-03-25;Única;17;P. de salud: Público;Suroriente
Puente Alto;2023-03-26;Única;9;P. de salud: Público;Suroriente
Puente Alto;2023-03-27;Única;166;P. de salud: Público;Suroriente
Puente Alto;2023-03-28;Única;148;P. de salud: Público;Suroriente
Puente Alto;2023-03-29;Única;143;P. de salud: Público;Suroriente
Puente Alto;2023-03-30;Única;193;P. de salud: Público;Suroriente
Puente Alto;2023-03-31;Única;233;P. de salud: Público;Suroriente
Puente Alto;2023-04-01;Única;1;P. de salud: Público;Suroriente
Puente Alto;2023-04-03;Única;128;P. de salud: Público;Suroriente
Puente Alto;2023-04-04;Única;188;P. de salud: Público;Suroriente
Puente Alto;2023-04-05;Única;126;P. de salud: Público;Suroriente
Puente Alto;2023-04-06;Única;165;P. de salud: Público;Suroriente
Puente Alto;2023-04-10;Única;70;P. de salud: Público;Suroriente
Puente Alto;2023-04-11;Única;268;P. de salud: Público;Suroriente
Puente Alto;2023-04-12;Única;186;P. de salud: Público;Suroriente
Puente Alto;2023-04-13;Única;228;P. de salud: Público;Suroriente
Puente Alto;2023-04-14;Única;110;P. de salud: Público;Suroriente
Puente Alto;2023-04-15;Única;6;P. de salud: Público;Suroriente
Puente Alto;2023-04-16;Única;2;P. de salud: Público;Suroriente
Quilicura;2023-03-15;Única;57;P. de salud: Público;Norte
Quilicura;2023-03-16;Única;25;P. de salud: Público;Norte
Quilicura;2023-03-17;Única;16;P. de salud: Público;Norte
Quilicura;2023-03-18;Única;6;P. de salud: Público;Norte
Quilicura;2023-03-20;Única;21;P. de salud: Público;Norte
Quilicura;2023-03-21;Única;13;P. de salud: Público;Norte
Quilicura;2023-03-22;Única;17;P. de salud: Público;Norte
Quilicura;2023-03-23;Única;13;P. de salud: Público;Norte
Quilicura;2023-03-24;Única;24;P. de salud: Público;Norte
Quilicura;2023-03-25;Única;2;P. de salud: Público;Norte
Quilicura;2023-03-27;Única;11;P. de salud: Público;Norte
Quilicura;2023-03-28;Única;19;P. de salud: Público;Norte
Quilicura;2023-03-29;Única;10;P. de salud: Público;Norte
Quilicura;2023-03-30;Única;13;P. de salud: Público;Norte
Quilicura;2023-03-31;Única;8;P. de salud: Público;Norte
Quilicura;2023-04-01;Única;6;P. de salud: Público;Norte
Quilicura;2023-04-03;Única;90;P. de salud: Público;Norte
Quilicura;2023-04-04;Única;31;P. de salud: Público;Norte
Quilicura;2023-04-05;Única;14;P. de salud: Público;Norte
Quilicura;2023-04-06;Única;9;P. de salud: Público;Norte
Quilicura;2023-04-10;Única;5;P. de salud: Público;Norte
Quilicura;2023-04-11;Única;7;P. de salud: Público;Norte
Quilicura;2023-04-12;Única;4;P. de salud: Público;Norte
Quilicura;2023-04-13;Única;3;P. de salud: Público;Norte
Quilicura;2023-04-14;Única;4;P. de salud: Público;Norte
Quilicura;2023-04-15;Única;9;P. de salud: Público;Norte
Quinta Normal;2023-03-15;Única;125;P. de salud: Público;Occidente
Quinta Normal;2023-03-16;Única;189;P. de salud: Público;Occidente
Quinta Normal;2023-03-17;Única;135;P. de salud: Público;Occidente
Quinta Normal;2023-03-18;Única;7;P. de salud: Público;Occidente
Quinta Normal;2023-03-20;Única;45;P. de salud: Público;Occidente
Quinta Normal;2023-03-21;Única;139;P. de salud: Público;Occidente
Quinta Normal;2023-03-22;Única;147;P. de salud: Público;Occidente
Quinta Normal;2023-03-23;Única;129;P. de salud: Público;Occidente
Quinta Normal;2023-03-24;Única;79;P. de salud: Público;Occidente
Quinta Normal;2023-03-25;Única;1;P. de salud: Público;Occidente
Quinta Normal;2023-03-27;Única;66;P. de salud: Público;Occidente
Quinta Normal;2023-03-28;Única;112;P. de salud: Público;Occidente
Quinta Normal;2023-03-29;Única;79;P. de salud: Público;Occidente
Quinta Normal;2023-03-30;Única;72;P. de salud: Público;Occidente
Quinta Normal;2023-03-31;Única;79;P. de salud: Público;Occidente
Quinta Normal;2023-04-01;Única;2;P. de salud: Público;Occidente
Quinta Normal;2023-04-03;Única;70;P. de salud: Público;Occidente
Quinta Normal;2023-04-04;Única;67;P. de salud: Público;Occidente
Quinta Normal;2023-04-05;Única;69;P. de salud: Público;Occidente
Quinta Normal;2023-04-06;Única;38;P. de salud: Público;Occidente
Quinta Normal;2023-04-08;Única;2;P. de salud: Público;Occidente
Quinta Normal;2023-04-10;Única;50;P. de salud: Público;Occidente
Quinta Normal;2023-04-11;Única;39;P. de salud: Público;Occidente
Quinta Normal;2023-04-12;Única;62;P. de salud: Público;Occidente
Quinta Normal;2023-04-13;Única;75;P. de salud: Público;Occidente
Quinta Normal;2023-04-14;Única;55;P. de salud: Público;Occidente
Quinta Normal;2023-04-15;Única;3;P. de salud: Público;Occidente
Recoleta;2023-03-15;Única;26;P. de salud: Público;Norte
Recoleta;2023-03-16;Única;14;P. de salud: Público;Norte
Recoleta;2023-03-17;Única;21;P. de salud: Público;Norte
Recoleta;2023-03-20;Única;264;P. de salud: Público;Norte
Recoleta;2023-03-21;Única;28;P. de salud: Público;Norte
Recoleta;2023-03-22;Única;22;P. de salud: Público;Norte
Recoleta;2023-03-23;Única;26;P. de salud: Público;Norte
Recoleta;2023-03-24;Única;24;P. de salud: Público;Norte
Recoleta;2023-03-27;Única;11;P. de salud: Público;Norte
Recoleta;2023-03-28;Única;21;P. de salud: Público;Norte
Recoleta;2023-03-29;Única;146;P. de salud: Público;Norte
Recoleta;2023-03-30;Única;17;P. de salud: Público;Norte
Recoleta;2023-03-31;Única;20;P. de salud: Público;Norte
Recoleta;2023-04-01;Única;4;P. de salud: Público;Norte
Recoleta;2023-04-03;Única;13;P. de salud: Público;Norte
Recoleta;2023-04-04;Única;11;P. de salud: Público;Norte
Recoleta;2023-04-05;Única;31;P. de salud: Público;Norte
Recoleta;2023-04-06;Única;28;P. de salud: Público;Norte
Recoleta;2023-04-10;Única;7;P. de salud: Público;Norte
Recoleta;2023-04-11;Única;11;P. de salud: Público;Norte
Recoleta;2023-04-12;Única;9;P. de salud: Público;Norte
Recoleta;2023-04-13;Única;21;P. de salud: Público;Norte
Recoleta;2023-04-14;Única;11;P. de salud: Público;Norte
Recoleta;2023-04-15;Única;4;P. de salud: Público;Norte
Renca;2023-03-15;Única;9;P. de salud: Público;Occidente
Renca;2023-03-16;Única;22;P. de salud: Público;Occidente
Renca;2023-03-17;Única;13;P. de salud: Público;Occidente
Renca;2023-03-20;Única;14;P. de salud: Público;Occidente
Renca;2023-03-21;Única;24;P. de salud: Público;Occidente
Renca;2023-03-22;Única;173;P. de salud: Público;Occidente
Renca;2023-03-23;Única;9;P. de salud: Público;Occidente
Renca;2023-03-24;Única;8;P. de salud: Público;Occidente
Renca;2023-03-25;Única;2;P. de salud: Público;Occidente
Renca;2023-03-27;Única;13;P. de salud: Público;Occidente
Renca;2023-03-28;Única;12;P. de salud: Público;Occidente
Renca;2023-03-29;Única;17;P. de salud: Público;Occidente
Renca;2023-03-30;Única;11;P. de salud: Público;Occidente
Renca;2023-03-31;Única;19;P. de salud: Público;Occidente
Renca;2023-04-01;Única;4;P. de salud: Público;Occidente
Renca;2023-04-03;Única;50;P. de salud: Público;Occidente
Renca;2023-04-04;Única;13;P. de salud: Público;Occidente
Renca;2023-04-05;Única;18;P. de salud: Público;Occidente
Renca;2023-04-06;Única;16;P. de salud: Público;Occidente
Renca;2023-04-10;Única;40;P. de salud: Público;Occidente
Renca;2023-04-11;Única;41;P. de salud: Público;Occidente
Renca;2023-04-12;Única;19;P. de salud: Público;Occidente
Renca;2023-04-13;Única;34;P. de salud: Público;Occidente
Renca;2023-04-14;Única;34;P. de salud: Público;Occidente
Renca;2023-04-15;Única;4;P. de salud: Público;Occidente
San Bernardo;2023-03-15;Única;60;P. de salud: Público;Sur
San Bernardo;2023-03-16;Única;95;P. de salud: Público;Sur
San Bernardo;2023-03-17;Única;482;P. de salud: Público;Sur
San Bernardo;2023-03-18;Única;2;P. de salud: Público;Sur
San Bernardo;2023-03-20;Única;306;P. de salud: Público;Sur
San Bernardo;2023-03-21;Única;348;P. de salud: Público;Sur
San Bernardo;2023-03-22;Única;336;P. de salud: Público;Sur
San Bernardo;2023-03-23;Única;275;P. de salud: Público;Sur
San Bernardo;2023-03-24;Única;140;P. de salud: Público;Sur
San Bernardo;2023-03-25;Única;6;P. de salud: Público;Sur
San Bernardo;2023-03-27;Única;86;P. de salud: Público;Sur
San Bernardo;2023-03-28;Única;86;P. de salud: Público;Sur
San Bernardo;2023-03-29;Única;51;P. de salud: Público;Sur
San Bernardo;2023-03-30;Única;45;P. de salud: Público;Sur
San Bernardo;2023-03-31;Única;68;P. de salud: Público;Sur
San Bernardo;2023-04-01;Única;1;P. de salud: Público;Sur
San Bernardo;2023-04-03;Única;39;P. de salud: Público;Sur
San Bernardo;2023-04-04;Única;42;P. de salud: Público;Sur
San Bernardo;2023-04-05;Única;36;P. de salud: Público;Sur
San Bernardo;2023-04-06;Única;35;P. de salud: Público;Sur
San Bernardo;2023-04-10;Única;26;P. de salud: Público;Sur
San Bernardo;2023-04-11;Única;14;P. de salud: Público;Sur
San Bernardo;2023-04-12;Única;32;P. de salud: Público;Sur
San Bernardo;2023-04-13;Única;29;P. de salud: Público;Sur
San Bernardo;2023-04-14;Única;64;P. de salud: Público;Sur
