Servicio;Comuna;CODIGO_DEIS;Establecimiento;Criterio_elegibilidad;N° de vacunados;Código Antiguo ;latitud;longitud
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Estrategia Capullo;1;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Niños y niñas de 6 meses a 5 años de edad;56;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;P. de salud: Privado;5;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;P. de salud: Público;181;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Personas mayores de 65 años y más;809;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Población General;1684;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Trabajadores de avícolas y de criaderos de cerdo;143;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;4;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Embarazadas;18;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Enfermos cronicos de 11 a 64 años de edad;373;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Escolares de 1° a 5° año básico;868;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Estrategia Capullo;9;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Niños y niñas de 6 meses a 5 años de edad;517;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;P. de salud: Privado;5;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;P. de salud: Público;215;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Personas mayores de 65 años y más;741;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Población General;2900;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Trabajadores de avícolas y de criaderos de cerdo;24;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;129;13-328;-33.613987;-70.697869
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Embarazadas;47;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Enfermos cronicos de 11 a 64 años de edad;623;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Escolares de 1° a 5° año básico;625;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Estrategia Capullo;5;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Niños y niñas de 6 meses a 5 años de edad;443;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;P. de salud: Privado;18;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;P. de salud: Público;276;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Personas mayores de 65 años y más;558;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Población General;2739;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Trabajadores de avícolas y de criaderos de cerdo;1;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;156;13-330;-33.59866;-70.68036
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Embarazadas;8;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Enfermos cronicos de 11 a 64 años de edad;454;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Escolares de 1° a 5° año básico;44;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Estrategia Capullo;1;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Niños y niñas de 6 meses a 5 años de edad;122;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Otras prioridades;2;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);P. de salud: Privado;15;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);P. de salud: Público;230;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Personas mayores de 65 años y más;940;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Población General;1865;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Trabajadores de avícolas y de criaderos de cerdo;24;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Trabajadores de la educación  preescolar y escolar hasta 5° año básico;12;13-332;-33.584476;-70.692076
Sur;San Bernardo;13-394;Centro de Salud Familiar El Manzano;Embarazadas;29;13-394;-33.590706;-70.666217
Sur;San Bernardo;13-394;Centro de Salud Familiar El Manzano;Enfermos cronicos de 11 a 64 años de edad;380;13-394;-33.590706;-70.666217
Sur;San Bernardo;13-394;Centro de Salud Familiar El Manzano;Escolares de 1° a 5° año básico;27;13-394;-33.590706;-70.666217
Sur;San Bernardo;13-394;Centro de Salud Familiar El Manzano;Niños y niñas de 6 meses a 5 años de edad;88;13-394;-33.590706;-70.666217
Sur;San Bernardo;13-394;Centro de Salud Familiar El Manzano;P. de salud: Privado;1;13-394;-33.590706;-70.666217
Sur;San Bernardo;13-394;Centro de Salud Familiar El Manzano;P. de salud: Público;182;13-394;-33.590706;-70.666217
Sur;San Bernardo;13-394;Centro de Salud Familiar El Manzano;Personas mayores de 65 años y más;231;13-394;-33.590706;-70.666217
Sur;San Bernardo;13-394;Centro de Salud Familiar El Manzano;Población General;923;13-394;-33.590706;-70.666217
Sur;San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Embarazadas;1;13-716;-33.563233;-70.705938
Sur;San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Enfermos cronicos de 11 a 64 años de edad;6;13-716;-33.563233;-70.705938
Sur;San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Niños y niñas de 6 meses a 5 años de edad;1;13-716;-33.563233;-70.705938
Sur;San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Otras prioridades;1;13-716;-33.563233;-70.705938
Sur;San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;P. de salud: Público;16;13-716;-33.563233;-70.705938
Sur;San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Personas mayores de 65 años y más;5;13-716;-33.563233;-70.705938
Sur;San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Población General;30;13-716;-33.563233;-70.705938
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Embarazadas;25;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Enfermos cronicos de 11 a 64 años de edad;1034;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Escolares de 1° a 5° año básico;180;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Estrategia Capullo;2;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Niños y niñas de 6 meses a 5 años de edad;310;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Otras prioridades;132;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;P. de salud: Privado;20;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;P. de salud: Público;164;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Personas mayores de 65 años y más;1460;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Población General;3364;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;59;13-301;-33.486494;-70.623533
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Embarazadas;36;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Enfermos cronicos de 11 a 64 años de edad;370;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Escolares de 1° a 5° año básico;30;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Estrategia Capullo;14;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Niños y niñas de 6 meses a 5 años de edad;81;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Otras prioridades;10;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;P. de salud: Privado;18;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;P. de salud: Público;142;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Personas mayores de 65 años y más;515;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Población General;1221;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;13-305;-33.491964;-70.633221
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Embarazadas;30;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Enfermos cronicos de 11 a 64 años de edad;640;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Escolares de 1° a 5° año básico;860;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Estrategia Capullo;1;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Niños y niñas de 6 meses a 5 años de edad;730;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Otras prioridades;697;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;P. de salud: Privado;8;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;P. de salud: Público;178;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Personas mayores de 65 años y más;1827;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Población General;5242;13-322;-33.506303;-70.624386
Sur;San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;271;13-322;-33.506303;-70.624386
Sur;San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Embarazadas;2;13-100;-33.485147;-70.644439
Sur;San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Enfermos cronicos de 11 a 64 años de edad;5;13-100;-33.485147;-70.644439
Sur;San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Otras prioridades;25;13-100;-33.485147;-70.644439
Sur;San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);P. de salud: Privado;2;13-100;-33.485147;-70.644439
Sur;San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);P. de salud: Público;2401;13-100;-33.485147;-70.644439
Sur;San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Personas mayores de 65 años y más;80;13-100;-33.485147;-70.644439
Sur;San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Población General;2490;13-100;-33.485147;-70.644439
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Enfermos cronicos de 11 a 64 años de edad;35;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Escolares de 1° a 5° año básico;24;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Estrategia Capullo;5;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Niños y niñas de 6 meses a 5 años de edad;86;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Otras prioridades;4;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);P. de salud: Privado;1;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);P. de salud: Público;1104;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Personas mayores de 65 años y más;50;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Población General;1330;13-130;-33.484761;-70.648129
Sur;San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Trabajadores de la educación  preescolar y escolar hasta 5° año básico;31;13-130;-33.484761;-70.648129
Sur;San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Enfermos cronicos de 11 a 64 años de edad;2;13-160;-33.485344;-70.645169
Sur;San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Otras prioridades;4;13-160;-33.485344;-70.645169
Sur;San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);P. de salud: Privado;1;13-160;-33.485344;-70.645169
Sur;San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);P. de salud: Público;314;13-160;-33.485344;-70.645169
Sur;San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Personas mayores de 65 años y más;10;13-160;-33.485344;-70.645169
Sur;San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Población General;325;13-160;-33.485344;-70.645169
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Embarazadas;70;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Enfermos cronicos de 11 a 64 años de edad;1030;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Escolares de 1° a 5° año básico;524;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Estrategia Capullo;5;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Niños y niñas de 6 meses a 5 años de edad;425;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Otras prioridades;33;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;P. de salud: Privado;209;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;P. de salud: Público;237;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Personas mayores de 65 años y más;2299;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Población General;4918;13-300;-33.48279;-70.648764
Sur;San Miguel;13-300;Centro de Salud Familiar Barros Luco;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;109;13-300;-33.48279;-70.648764
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Embarazadas;100;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Enfermos cronicos de 11 a 64 años de edad;1220;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Escolares de 1° a 5° año básico;87;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Estrategia Capullo;5;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Niños y niñas de 6 meses a 5 años de edad;234;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Otras prioridades;4;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;P. de salud: Privado;38;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;P. de salud: Público;435;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Personas mayores de 65 años y más;2474;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Población General;4614;13-302;-33.510116;-70.64902
Sur;San Miguel;13-302;Centro de Salud Familiar Recreo;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;32;13-302;-33.510116;-70.64902
Suroriente;La Florida;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;Embarazadas;4;14-105;-33.514161;-70.599148
Suroriente;La Florida;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;Enfermos cronicos de 11 a 64 años de edad;1;14-105;-33.514161;-70.599148
Suroriente;La Florida;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;P. de salud: Privado;4;14-105;-33.514161;-70.599148
Suroriente;La Florida;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;P. de salud: Público;1876;14-105;-33.514161;-70.599148
Suroriente;La Florida;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;Personas mayores de 65 años y más;40;14-105;-33.514161;-70.599148
Suroriente;La Florida;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;Población General;1917;14-105;-33.514161;-70.599148
Suroriente;La Florida;14-302;Centro de Salud Familiar Los Castaños;Embarazadas;18;14-302;-33.511875;-70.577975
Suroriente;La Florida;14-302;Centro de Salud Familiar Los Castaños;Enfermos cronicos de 11 a 64 años de edad;83;14-302;-33.511875;-70.577975
