Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio;Código Antiguo ;latitud;longitud
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;Única;87;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-425;-33.734795;-70.861701
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;Única;337;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-326;-33.538937;-70.66238
La Florida;14-302;Centro de Salud Familiar Los Castaños;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-302;-33.511875;-70.577975
La Florida;14-303;Centro de Salud Familiar Bellavista;Única;3;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-303;-33.518563;-70.602218
La Florida;14-324;Centro de Salud Familiar Santa Amalia;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-331;Centro de Salud Familiar La Florida;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-908;Clínica Bupa Santiago;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-908;-33.509903;-70.598229
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;13-307;-33.519604;-70.623975
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-325;Centro de Salud Familiar Granja Sur;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-325;-33.551822;-70.629548
La Pintana;14-308;Centro de Salud Familiar San Rafael;Única;142;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-308;-33.579577;-70.639086
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;Única;459;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-318;-33.585495;-70.636257
La Pintana;14-319;Centro de Salud Familiar El Roble;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-319;-33.563873;-70.647535
La Reina;12-317;Centro de Salud Familiar Ossandon;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-317;-33.442855;-70.54447
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;Única;19;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-311;-33.285648;-70.876237
Lampa;09-312;Centro de Salud Familiar Batuco;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-312;-33.241849;-70.81415
Las Condes;12-212;Clínica Las Condes;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-238;Hospital FACH;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-304;Centro de Salud Familiar Apoquindo;Única;6;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-304;-33.400414;-70.56441
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;Única;9;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-522;-33.357673;-70.51444
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-396;-33.53472;-70.696425
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-316;-33.450001;-70.730087
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-319;-33.493484;-70.615109
Maipú;11-304;Centro de Salud Familiar Maipú;Única;3;Trabajadores de avícolas y de criaderos de cerdo;Central;11-304;-33.504315;-70.75815
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central;11-308;-33.505433;-70.774352
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central;11-309;-33.514065;-70.796603
Maipú;11-379;Centro de Salud Familiar Clotario Blest;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Central;11-379;-33.490025;-70.744879
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Central;11-380;-33.52776;-70.796393
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Central;11-382;-33.525395;-70.767836
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central;11-383;-33.473168;-70.75602
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única;62;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-385;-33.51714;-71.125008
Melipilla;10-150;Hospital San José (Melipilla);Única;109;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-150;-33.69526;-71.214668
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única;26;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-378;-33.681498;-71.22595
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Única;3;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-379;-33.700239;-71.218134
Melipilla;10-380;Centro de Salud Familiar San Manuel;Única;301;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-380;-33.773496;-71.257568
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Única;3;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-381;-33.649845;-71.15045
Melipilla;10-440;Posta de Salud Rural Bollenar;Única;6;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-440;-33.569087;-71.210906
Melipilla;10-455;Posta de salud Rural Pabellón;Única;29;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-455;-33.750621;-71.198276
Melipilla;10-938;Centro de Salud Familiar Florencia;Única;552;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-938;-33.684442;-71.213312
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única;20;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-318;-33.804827;-70.741211
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-319;-33.868535;-70.747995
Paine;13-411;Posta de Salud Rural Abrantes;Única;6;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-411;-33.85926;-70.850687
Paine;13-412;Posta de Salud Rural Chada;Única;6;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-412;-33.900747;-70.660518
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Única;6;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-306;-33.48971;-70.676018
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-308;-33.6088;-70.896258
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Única;203;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-369;-33.609978;-70.871635
Peñalolén;12-314;Centro de Salud Familiar La Faena;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-314;-33.467931;-70.556011
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-318;-33.476942;-70.562722
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-310;-33.635077;-70.572477
Pirque;14-333;Centro de Salud Rural El Principal;EPRO;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-333;-33.720684;-70.553279
Pirque;14-333;Centro de Salud Rural El Principal;Única;154;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-333;-33.720684;-70.553279
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única;19;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-302;-33.431406;-70.618809
Providencia;12-303;Centro de Salud Familiar Aguilucho;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-303;-33.442673;-70.597096
Providencia;12-945;Vacunatorio Clínica El Bosque;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-945;-33.42821;-70.619211
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;Única;5;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-350;-33.437387;-70.750666
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;Única;199;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-351;-33.447426;-70.76289
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-312;-33.623527;-70.588387
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;17;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-321;-33.627923;-70.616459
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-322;-33.583959;-70.556326
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única;3;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-323;-33.614332;-70.552683
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-326;-33.625966;-70.625759
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;Única;41;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-332;-33.591149;-70.595281
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-313;-33.365842;-70.746633
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-315;-33.354232;-70.720395
Quinta Normal;10-310;Centro de Salud Familiar Andes;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-310;-33.434192;-70.692944
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-320;-33.422508;-70.694803
Recoleta;09-301;Centro de Salud Familiar Recoleta;Única;6;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-301;-33.423922;-70.645768
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-303;-33.403207;-70.634602
Renca;10-361;Centro de Salud Familiar Bicentenario;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-361;-33.397669;-70.749713
Renca;10-364;Centro de Salud Familiar Huamachuco;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-364;-33.39126;-70.698932
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única;198;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-313;-33.597631;-70.714846
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Única;78;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-315;-33.589661;-70.682857
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Única;145;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-316;-33.575808;-70.703607
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Única;26;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-328;-33.613987;-70.697869
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Única;5;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-330;-33.59866;-70.68036
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única;25;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-332;-33.584476;-70.692076
San Miguel;13-302;Centro de Salud Familiar Recreo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-302;-33.510116;-70.64902
San Pedro;10-387;Centro de Salud Familiar San Pedro;Única;682;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-387;-33.895313;-71.454412
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente;14-314;-33.537986;-70.640552
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);Única;30;Trabajadores de avícolas y de criaderos de cerdo;Central;10-100;-33.442394;-70.679188
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central;11-300;-33.455442;-70.652731
Santiago;11-370;Centro de Salud Familiar Padre Orellana;Única;17;Trabajadores de avícolas y de criaderos de cerdo;Central;11-370;-33.466621;-70.629593
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Central;11-381;-33.438921;-70.672467
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única;113;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-390;-33.669665;-70.937614
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-320;-33.135821;-70.799456
Tiltil;09-412;Posta de Salud Rural Montenegro;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-412;-32.966264;-70.835393
Vitacura;12-200;Clínica Alemana;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-200;-33.391276;-70.572983
Vitacura;12-309;Centro de Salud Familiar Vitacura;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-309;-33.38985;-70.555009
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Oriente;12-311;-33.465998;-70.587774
Alhué;10-393;Centro de Salud Familiar Villa Alhué;Única;17;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente;10-393;-34.032484;-71.100076
Buin;13-320;Centro de Salud Familiar Maipo;Única;199;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;13-320;-33.734885;-70.784598
Buin;13-333;Centro de Salud Familiar Alto Jahuel;Única;6;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;13-333;-33.735249;-70.684161
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;Única;139;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;13-390;-33.737754;-70.741333
Buin;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;Única;24;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;13-402;-33.75109;-70.735556
Buin;13-405;Posta de Salud Rural Viluco;Única;4;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;13-405;-33.782229;-70.791771
Buin;13-407;Posta de Salud Rural Los Morros;Única;3;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;13-407;-33.67046;-70.665548
Buin;201098;Centro Medico KINEROD;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;201098;-33.73418;-70.744272
Buin;201162;KUME FELEN SPA;Única;36;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;201162;-33.730461;-70.741187
Calera de Tango;13-321;Centro de Salud Familiar Calera de Tango;Única;160;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;13-321;-33.636009;-70.811012
Calera de Tango;13-334;Centro de Salud Familiar Los Bajos de San Agustín;Única;14;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur;13-334;-33.625946;-70.782415
Cerrillos;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;Única;229;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central;11-305;-33.49331;-70.719201
Cerrillos;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;Única;86;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central;11-307;-33.501479;-70.733545
Cerro Navia;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;Única;23;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente;10-330;-33.417518;-70.741198
Cerro Navia;10-331;Centro de Salud Familiar Lo Amor;Única;28;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente;10-331;-33.417581;-70.717399
Cerro Navia;10-335;Centro de Salud Familiar Cerro Navia;Única;233;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente;10-335;-33.419555;-70.750834
Cerro Navia;10-355;Centro de Salud Familiar Dr. Arturo Albertz;Única;95;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente;10-355;-33.433502;-70.731655
Colina;09-310;Centro de Salud Familiar Colina;Única;1135;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte;09-310;-33.205979;-70.670553
