Servicio;Comuna;Criterio_elegibilidad;N° de vacunados;Población objetivo;Avance vacunación;Desagregación;CODIGO_DEIS;Establecimiento;Dosis
Norte;Recoleta;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;09-303;Centro de Salud Familiar Quinta Bella;Única
Norte;Tiltil;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;09-320;Centro de Salud Familiar Huertos Familiares;Única
Norte;Tiltil;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;09-412;Posta de Salud Rural Montenegro;Única
Occidente;Alhué;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;10-393;Centro de Salud Familiar Villa Alhué;Única
Occidente;Curacaví;Trabajadores de avícolas y de criaderos de cerdo;42;;;Establecimientos de salud;10-160;Hospital de Curacaví;Única
Occidente;El Monte;Trabajadores de avícolas y de criaderos de cerdo;404;;;Establecimientos de salud;10-370;Centro de Salud Familiar El Monte;Única
Occidente;Isla de Maipo;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;10-375;Centro de Salud Familiar Isla de Maipo;Única
Occidente;Isla de Maipo;Trabajadores de avícolas y de criaderos de cerdo;76;;;Establecimientos de salud;10-425;Centro de Salud Familiar La Islita;Única
Occidente;Lo Prado;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;10-316;Centro de Salud Familiar Pablo Neruda;Única
Occidente;María Pinto;Trabajadores de avícolas y de criaderos de cerdo;17;;;Establecimientos de salud;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única
Occidente;Melipilla;Trabajadores de avícolas y de criaderos de cerdo;107;;;Establecimientos de salud;10-150;Hospital San José (Melipilla);Única
Occidente;Melipilla;Trabajadores de avícolas y de criaderos de cerdo;20;;;Establecimientos de salud;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única
Occidente;Melipilla;Trabajadores de avícolas y de criaderos de cerdo;18;;;Establecimientos de salud;10-380;Centro de Salud Familiar San Manuel;Única
Occidente;Melipilla;Trabajadores de avícolas y de criaderos de cerdo;4;;;Establecimientos de salud;10-440;Posta de Salud Rural Bollenar;Única
Occidente;Melipilla;Trabajadores de avícolas y de criaderos de cerdo;470;;;Establecimientos de salud;10-938;Centro de Salud Familiar Florencia;Única
Occidente;Peñaflor;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;10-308;Centro de Salud Familiar Peñaflor;Única
Occidente;Peñaflor;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Única
Occidente;Pudahuel;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;10-350;Centro de Salud Familiar Pudahuel Estrella;Única
Occidente;Pudahuel;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;10-351;Centro de Salud Familiar Pudahuel Poniente;Única
Occidente;Renca;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;10-361;Centro de Salud Familiar Bicentenario;Única
Occidente;San Pedro;Trabajadores de avícolas y de criaderos de cerdo;185;;;Establecimientos de salud;10-387;Centro de Salud Familiar San Pedro;Única
Occidente;Santiago;Trabajadores de avícolas y de criaderos de cerdo;7;;;Establecimientos de salud;10-100;Hospital San Juan de Dios (Santiago, Santiago);Única
Occidente;Talagante;Trabajadores de avícolas y de criaderos de cerdo;111;;;Establecimientos de salud;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única
Oriente;La Reina;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;12-317;Centro de Salud Familiar Ossandon;Única
Oriente;Las Condes;Trabajadores de avícolas y de criaderos de cerdo;3;;;Establecimientos de salud;12-304;Centro de Salud Familiar Apoquindo;Única
Oriente;Lo Barnechea;Trabajadores de avícolas y de criaderos de cerdo;6;;;Establecimientos de salud;12-307;Centro de Salud Familiar Lo Barnechea;Única
Oriente;Peñalolén;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;12-318;Centro de Salud Familiar Lo Hermida;Única
Oriente;Providencia;Trabajadores de avícolas y de criaderos de cerdo;17;;;Establecimientos de salud;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única
Oriente;Providencia;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;12-303;Centro de Salud Familiar Aguilucho;Única
Oriente;Vitacura;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;12-309;Centro de Salud Familiar Vitacura;Única
Sur;Buin;Trabajadores de avícolas y de criaderos de cerdo;13;;;Establecimientos de salud;13-320;Centro de Salud Familiar Maipo;Única
Sur;Buin;Trabajadores de avícolas y de criaderos de cerdo;8;;;Establecimientos de salud;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;Única
Sur;Buin;Trabajadores de avícolas y de criaderos de cerdo;4;;;Establecimientos de salud;13-407;Posta de Salud Rural Los Morros;Única
Sur;Calera de Tango;Trabajadores de avícolas y de criaderos de cerdo;6;;;Establecimientos de salud;13-321;Centro de Salud Familiar Calera de Tango;Única
Sur;Calera de Tango;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;13-334;Centro de Salud Familiar Los Bajos de San Agustín;Única
Sur;El Bosque;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;13-329;Centro de Salud Familiar Canciller Orlando Letelier;Única
Sur;La Cisterna;Trabajadores de avícolas y de criaderos de cerdo;325;;;Establecimientos de salud;13-311;Centro de Salud Familiar Santa Anselma;Única
Sur;La Cisterna;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;13-326;Centro de Salud Familiar Eduardo Frei Montalva;Única
Sur;La Granja;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Única
Sur;Lo Espejo;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;13-308;Centro de Salud Familiar Clara Estrella;Única
Sur;Paine;Trabajadores de avícolas y de criaderos de cerdo;4;;;Establecimientos de salud;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única
Sur;Paine;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única
Sur;Paine;Trabajadores de avícolas y de criaderos de cerdo;6;;;Establecimientos de salud;13-411;Posta de Salud Rural Abrantes;Única
Sur;San Bernardo;Trabajadores de avícolas y de criaderos de cerdo;164;;;Establecimientos de salud;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única
Sur;San Bernardo;Trabajadores de avícolas y de criaderos de cerdo;78;;;Establecimientos de salud;13-315;Centro de Salud Familiar Confraternidad;Única
Sur;San Bernardo;Trabajadores de avícolas y de criaderos de cerdo;143;;;Establecimientos de salud;13-316;Centro de Salud Familiar Carol Urzúa;Única
Sur;San Bernardo;Trabajadores de avícolas y de criaderos de cerdo;24;;;Establecimientos de salud;13-328;Centro de Salud Familiar Padre Joan Alsina;Única
Sur;San Bernardo;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;13-330;Centro de Salud Familiar Raúl Brañes F.;Única
Sur;San Bernardo;Trabajadores de avícolas y de criaderos de cerdo;24;;;Establecimientos de salud;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única
Suroriente;La Florida;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-324;Centro de Salud Familiar Santa Amalia;Única
Suroriente;La Florida;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-331;Centro de Salud Familiar La Florida;Única
Suroriente;La Granja;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;14-315;Centro de Salud Familiar Malaquías Concha;Única
Suroriente;La Granja;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-325;Centro de Salud Familiar Granja Sur;Única
Suroriente;La Pintana;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-317;Centro de Salud Familiar Santo Tomás;Única
Suroriente;La Pintana;Trabajadores de avícolas y de criaderos de cerdo;454;;;Establecimientos de salud;14-318;Centro de Salud Familiar Flor Fernández;Única
Suroriente;Pirque;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;Única
Suroriente;Pirque;Trabajadores de avícolas y de criaderos de cerdo;117;;;Establecimientos de salud;14-333;Centro de Salud Rural El Principal;Única
Suroriente;Puente Alto;Trabajadores de avícolas y de criaderos de cerdo;4;;;Establecimientos de salud;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única
Suroriente;Puente Alto;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única
Suroriente;Puente Alto;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-326;Centro de Salud Familiar Karol Wojtyla;Única
Suroriente;Puente Alto;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-332;Centro de Salud Familiar Laurita Vicuña;Única
Suroriente;San Ramón;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única
SEREMI Metropolitana de Santiago;Buin;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;201162;KUME FELEN SPA;Única
SEREMI Metropolitana de Santiago;La Florida;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;14-908;Clínica Bupa Santiago;Única
SEREMI Metropolitana de Santiago;Las Condes;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;12-212;Clínica Las Condes;Única
SEREMI Metropolitana de Santiago;Las Condes;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;12-238;Hospital FACH;Única
SEREMI Metropolitana de Santiago;Las Condes;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única
SEREMI Metropolitana de Santiago;Lo Barnechea;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;12-522;Centro Médico Clínica Santa María La Dehesa;Única
SEREMI Metropolitana de Santiago;Providencia;Trabajadores de avícolas y de criaderos de cerdo;4;;;Establecimientos de salud;12-922;Vacunatorio Mediclown;Única
SEREMI Metropolitana de Santiago;Vitacura;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;12-200;Clínica Alemana;Única
Central;Cerrillos;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;59;;;Establecimientos de salud;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;Única
Central;Cerrillos;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;33;;;Establecimientos de salud;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;Única
Central;Estación Central;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;5;;;Establecimientos de salud;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;Única
Central;Estación Central;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;18;;;Establecimientos de salud;11-306;Centro de Salud Familiar San José de Chuchunco;Única
Central;Estación Central;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;5;;;Establecimientos de salud;11-310;Centro de Salud Familiar Las Mercedes;Única
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;10;;;Establecimientos de salud;11-304;Centro de Salud Familiar Maipú;Única
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;23;;;Establecimientos de salud;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;44;;;Establecimientos de salud;11-309;Centro de Salud Familiar Dra. Ana María Juricic;Única
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;17;;;Establecimientos de salud;11-378;Centro de Salud Familiar Dr. Iván Insunza;Única
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;186;;;Establecimientos de salud;11-379;Centro de Salud Familiar Clotario Blest;Única
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;89;;;Establecimientos de salud;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;31;;;Establecimientos de salud;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única
Central;Maipú;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;16;;;Establecimientos de salud;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única
Central;Santiago;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;3;;;Establecimientos de salud;11-100;Hospital Clínico San Borja Arriarán;Única
Central;Santiago;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;96;;;Establecimientos de salud;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única
Central;Santiago;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;3;;;Establecimientos de salud;11-301;Centro de Salud Familiar Nº 5;Única
Central;Santiago;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;14;;;Establecimientos de salud;11-370;Centro de Salud Familiar Padre Orellana;Única
Central;Santiago;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;;;Establecimientos de salud;11-372;Centro de Salud Familiar Arauco;Única
Central;Santiago;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;13;;;Establecimientos de salud;11-376;Centro de Salud Familiar Matta Sur;Única
Central;Santiago;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;20;;;Establecimientos de salud;11-381;Centro de Salud Familiar Ignacio Domeyko;Única
Norte;Colina;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;597;;;Establecimientos de salud;09-310;Centro de Salud Familiar Colina;Única
Norte;Colina;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;;;Establecimientos de salud;09-316;Centro de Salud Familiar Esmeralda;Única
Norte;Colina;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;;;Establecimientos de salud;09-418;Posta de Salud Rural Las Canteras;Única
Norte;Conchalí;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;53;;;Establecimientos de salud;09-302;Centro de Salud Familiar Lucas Sierra;Única
Norte;Conchalí;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;11;;;Establecimientos de salud;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Única
Norte;Conchalí;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;18;;;Establecimientos de salud;09-309;Centro de Salud Familiar José Symon Ojeda;Única
Norte;Conchalí;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;4;;;Establecimientos de salud;09-314;Centro de Salud Familiar Juanita Aguirre;Única
Norte;Huechuraba;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;46;;;Establecimientos de salud;09-305;Centro de Salud Familiar La Pincoya;Única
Norte;Huechuraba;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;104;;;Establecimientos de salud;09-317;Centro de Salud Familiar El Barrero;Única
Norte;Huechuraba;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;54;;;Establecimientos de salud;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;Única
