Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Única;3;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Peñalolén;12-314;Centro de Salud Familiar La Faena;Única;13;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Peñalolén;12-315;Centro de Salud Familiar San Luis;Única;15;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;Única;36;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;Única;3;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Peñalolén;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;107;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;Única;8;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Peñalolén;12-930;Clínica Las Condes Peñalolén;Única;15;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Peñalolén;201112;CESFAM Las Torres;Única;210;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;Única;24;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Pirque;14-333;Centro de Salud Rural El Principal;Única;17;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Providencia;12-102;Hospital de Niños Dr. Luis Calvo Mackenna;Única;20;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-211;Clínica Indisa;Única;6;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-249;Clínica Santa María;Única;22;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;Única;19;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única;77;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-303;Centro de Salud Familiar Aguilucho;Única;89;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-922;Vacunatorio Mediclown;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-943;Vacunatorio RENVAC;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Única;9;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;12-945;Vacunatorio Clínica El Bosque;Única;5;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Providencia;201156;VAXPROSALUD;Única;5;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;Única;195;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;Única;41;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;EPRO;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;Única;137;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Única;133;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;Única;102;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Pudahuel;201146;Centro Medico y Dental Del Valle;Única;3;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;Única;129;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;Única;171;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-313;Centro de Salud Familiar Vista Hermosa;Única;89;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-320;Centro de Salud Familiar Bernardo Leighton;Única;68;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;255;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;Única;322;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única;60;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;Única;23;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-329;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;Única;188;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;EPRO;5;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;Única;192;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única;179;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Quilicura;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;Única;225;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Quilicura;201091;CESFAM Marta Ugarte Román;Única;277;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Quinta Normal;10-310;Centro de Salud Familiar Andes;Única;17;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;EPRO;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;Única;449;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Quinta Normal;10-325;Centro de Salud Familiar Garín;EPRO;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Quinta Normal;10-325;Centro de Salud Familiar Garín;Única;598;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Recoleta;09-201;Clínica Dávila;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Recoleta;09-301;Centro de Salud Familiar Recoleta;Única;205;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;Única;25;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Recoleta;09-304;Centro de Salud Familiar Valdivieso;Única;48;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Recoleta;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);Única;50;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Recoleta;09-390;Centro de Salud Familiar Cristo Vive (ONG);Única;80;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Renca;10-360;Centro de Salud Familiar Renca;Única;177;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Renca;10-361;Centro de Salud Familiar Bicentenario;Única;83;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Renca;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Renca;10-364;Centro de Salud Familiar Huamachuco;Única;15;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
San Bernardo;13-180;Hospital El Pino (Santiago, San Bernardo);Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única;211;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Única;11;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Única;34;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Única;148;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Única;254;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única;50;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Bernardo;13-394;Centro de Salud Familiar El Manzano;Única;99;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Única;160;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Única;29;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Única;321;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San José de Maipo;14-102;Hospital San José de Maipo;Única;51;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
San José de Maipo;14-407;Posta de Salud Rural Las Vertientes;Única;6;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Única;31;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Miguel;13-300;Centro de Salud Familiar Barros Luco;Única;209;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Miguel;13-302;Centro de Salud Familiar Recreo;Única;186;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
San Pedro;10-387;Centro de Salud Familiar San Pedro;Única;20;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
San Ramón;14-103;Hospital Padre Alberto Hurtado (San Ramón);Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
San Ramón;14-307;Centro de Salud Familiar La Bandera;Única;146;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única;78;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
San Ramón;14-328;Centro de Salud Familiar Poetisa Gabriela Mistral;Única;51;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);Única;10;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-100;Hospital Clínico San Borja Arriarán;Única;3;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-267;Centro Médico Vida Integra Alameda;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-284;Centro Médico y Dental Megasalud Alameda;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;Única;30;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única;166;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-301;Centro de Salud Familiar Nº 5;Única;6;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-370;Centro de Salud Familiar Padre Orellana;Única;21;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-372;Centro de Salud Familiar Arauco;Única;51;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-376;Centro de Salud Familiar Matta Sur;Única;22;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Única;47;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única;311;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Tiltil;09-104;Hospital de Til Til;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;Única;117;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Tiltil;09-410;Posta de Salud Rural La Capilla de Caleu;Única;11;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Tiltil;09-412;Posta de Salud Rural Montenegro;Única;22;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Tiltil;09-413;Posta de Salud Rural Rungue;Única;26;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Tiltil;09-414;Posta de Salud Rural Polpaico;Única;17;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Vitacura;12-200;Clínica Alemana;Única;34;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Vitacura;12-201;Clínica Tabancura;Única;17;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Vitacura;12-309;Centro de Salud Familiar Vitacura;Única;451;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Ñuñoa;12-240;Hospital Carabineros;Única;4;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;Única;177;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
