Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Vacuna;Servicio;Código Antiguo ;latitud;longitud
Maipú;11-379;Centro de Salud Familiar Clotario Blest;2da dosis;47;Vacunación Programática;Varicela;Central;11-379;-33.490025;-70.744879
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;2da dosis;45;Vacunación Programática;Varicela;Central;11-380;-33.52776;-70.796393
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;2da dosis;37;Vacunación Programática;Varicela;Central;11-382;-33.525395;-70.767836
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;2da dosis;25;Vacunación Programática;Varicela;Central;11-383;-33.473168;-70.75602
Maipú;201290;Vacunatorio INMUVAX;2da dosis;2;Vacunación Programática;Varicela;Central;201290;-33.498106;-70.75715
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;2da dosis;15;Vacunación Programática;Varicela;Occidente;10-385;-33.51714;-71.125008
Melipilla;10-270;Clínica Los Maitenes;2da dosis;16;Vacunación Programática;Varicela;Occidente;10-270;-33.6721;-71.21718
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;2da dosis;23;Vacunación Programática;Varicela;Occidente;10-378;-33.681498;-71.22595
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;2da dosis;30;Vacunación Programática;Varicela;Occidente;10-379;-33.700239;-71.218134
Melipilla;10-380;Centro de Salud Familiar San Manuel;2da dosis;13;Vacunación Programática;Varicela;Occidente;10-380;-33.773496;-71.257568
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;2da dosis;7;Vacunación Programática;Varicela;Occidente;10-381;-33.649845;-71.15045
Melipilla;10-440;Posta de Salud Rural Bollenar;2da dosis;7;Vacunación Programática;Varicela;Occidente;10-440;-33.569087;-71.210906
Melipilla;10-445;Posta de Salud Rural Pahuilmo;2da dosis;5;Vacunación Programática;Varicela;Occidente;10-445;-33.569161;-71.11575
Melipilla;10-455;Posta de salud Rural Pabellón;2da dosis;1;Vacunación Programática;Varicela;Occidente;10-455;-33.750621;-71.198276
Melipilla;10-938;Centro de Salud Familiar Florencia;2da dosis;28;Vacunación Programática;Varicela;Occidente;10-938;-33.684442;-71.213312
Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);2da dosis;41;Vacunación Programática;Varicela;Occidente;10-366;-33.569779;-70.805151
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);2da dosis;70;Vacunación Programática;Varicela;Sur;13-318;-33.804827;-70.741211
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;2da dosis;16;Vacunación Programática;Varicela;Sur;13-319;-33.868535;-70.747995
Paine;13-408;Posta de Salud Rural Pintué;2da dosis;11;Vacunación Programática;Varicela;Sur;13-408;-33.88597;-70.892169
Paine;13-409;Posta de Salud Rural Huelquén;2da dosis;12;Vacunación Programática;Varicela;Sur;13-409;-33.832761;-70.643261
Paine;13-410;Posta de Salud Rural Rangue;2da dosis;4;Vacunación Programática;Varicela;Sur;13-410;-33.850752;-70.942806
Paine;13-411;Posta de Salud Rural Abrantes;2da dosis;4;Vacunación Programática;Varicela;Sur;13-411;-33.85926;-70.850687
Paine;13-412;Posta de Salud Rural Chada;2da dosis;2;Vacunación Programática;Varicela;Sur;13-412;-33.900747;-70.660518
Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;2da dosis;38;Vacunación Programática;Varicela;Sur;11-303;-33.488282;-70.686377
Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;2da dosis;22;Vacunación Programática;Varicela;Sur;13-303;-33.503461;-70.676059
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);2da dosis;20;Vacunación Programática;Varicela;Sur;13-306;-33.48971;-70.676018
Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;2da dosis;39;Vacunación Programática;Varicela;Sur;13-331;-33.480185;-70.669075
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;2da dosis;26;Vacunación Programática;Varicela;Occidente;10-308;-33.6088;-70.896258
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;2da dosis;32;Vacunación Programática;Varicela;Occidente;10-369;-33.609978;-70.871635
Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;2da dosis;26;Vacunación Programática;Varicela;Oriente;12-275;-33.48292;-70.557327
Peñalolén;12-314;Centro de Salud Familiar La Faena;2da dosis;25;Vacunación Programática;Varicela;Oriente;12-314;-33.467931;-70.556011
Peñalolén;12-315;Centro de Salud Familiar San Luis;2da dosis;16;Vacunación Programática;Varicela;Oriente;12-315;-33.508122;-70.577994
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;2da dosis;37;Vacunación Programática;Varicela;Oriente;12-316;-33.476897;-70.542996
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;2da dosis;26;Vacunación Programática;Varicela;Oriente;12-318;-33.476942;-70.562722
Peñalolén;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;2da dosis;21;Vacunación Programática;Varicela;Oriente;12-321;-33.470387;-70.532225
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;2da dosis;27;Vacunación Programática;Varicela;Oriente;12-322;-33.473974;-70.574226
Peñalolén;12-930;Clínica Las Condes Peñalolén;2da dosis;36;Vacunación Programática;Varicela;Oriente;12-930;-33.489949;-70.544831
Peñalolén;201112;CESFAM Las Torres;2da dosis;39;Vacunación Programática;Varicela;Oriente;201112;-33.50287;-70.577602
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;2da dosis;12;Vacunación Programática;Varicela;Suroriente;14-310;-33.635077;-70.572477
Pirque;14-333;Centro de Salud Rural El Principal;2da dosis;12;Vacunación Programática;Varicela;Suroriente;14-333;-33.720684;-70.553279
Providencia;12-211;Clínica Indisa;2da dosis;129;Vacunación Programática;Varicela;Oriente;12-211;-33.43333;-70.62855
Providencia;12-249;Clínica Santa María;2da dosis;80;Vacunación Programática;Varicela;Oriente;12-249;-33.43282;-70.62822
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;2da dosis;9;Vacunación Programática;Varicela;Oriente;12-301;-33.444228;-70.620427
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;2da dosis;6;Vacunación Programática;Varicela;Oriente;12-302;-33.431406;-70.618809
Providencia;12-303;Centro de Salud Familiar Aguilucho;2da dosis;21;Vacunación Programática;Varicela;Oriente;12-303;-33.442673;-70.597096
Providencia;12-943;Vacunatorio RENVAC;2da dosis;1;Vacunación Programática;Varicela;Oriente;12-943;-33.425381;-70.614023
Providencia;12-944;Vacunatorio Internacional Immunitas SpA;2da dosis;7;Vacunación Programática;Varicela;Oriente;12-944;-33.423268;-70.609892
Providencia;12-945;Vacunatorio Clínica El Bosque;2da dosis;14;Vacunación Programática;Varicela;Oriente;12-945;-33.42821;-70.619211
Providencia;200919;VACUMED;2da dosis;1;Vacunación Programática;Varicela;Oriente;200919;-33.435545;-70.631183
Providencia;201156;VAXPROSALUD;2da dosis;7;Vacunación Programática;Varicela;Oriente;201156;-33.427625;-70.592504
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;2da dosis;63;Vacunación Programática;Varicela;Occidente;10-350;-33.437387;-70.750666
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;2da dosis;22;Vacunación Programática;Varicela;Occidente;10-351;-33.447426;-70.76289
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;2da dosis;31;Vacunación Programática;Varicela;Occidente;10-352;-33.458131;-70.76084
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;2da dosis;32;Vacunación Programática;Varicela;Occidente;10-353;-33.429;-70.770919
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;2da dosis;31;Vacunación Programática;Varicela;Occidente;10-354;-33.456935;-70.742752
Pudahuel;201146;Centro Medico y Dental Del Valle;2da dosis;2;Vacunación Programática;Varicela;Occidente;201146;-33.45267;-70.848608
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;2da dosis;76;Vacunación Programática;Varicela;Suroriente;14-301;-33.607158;-70.578452
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;2da dosis;39;Vacunación Programática;Varicela;Suroriente;14-312;-33.623527;-70.588387
Puente Alto;14-313;Centro de Salud Familiar Vista Hermosa;2da dosis;21;Vacunación Programática;Varicela;Suroriente;14-313;-33.61107;-70.521039
Puente Alto;14-320;Centro de Salud Familiar Bernardo Leighton;2da dosis;47;Vacunación Programática;Varicela;Suroriente;14-320;-33.584276;-70.604383
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;2da dosis;56;Vacunación Programática;Varicela;Suroriente;14-321;-33.627923;-70.616459
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;2da dosis;41;Vacunación Programática;Varicela;Suroriente;14-322;-33.583959;-70.556326
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;2da dosis;29;Vacunación Programática;Varicela;Suroriente;14-323;-33.614332;-70.552683
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;2da dosis;40;Vacunación Programática;Varicela;Suroriente;14-326;-33.625966;-70.625759
Puente Alto;14-329;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;2da dosis;46;Vacunación Programática;Varicela;Suroriente;14-329;-33.59663;-70.556535
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;2da dosis;49;Vacunación Programática;Varicela;Suroriente;14-332;-33.591149;-70.595281
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;2da dosis;35;Vacunación Programática;Varicela;Norte;09-313;-33.365842;-70.746633
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;2da dosis;36;Vacunación Programática;Varicela;Norte;09-315;-33.354232;-70.720395
Quilicura;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;2da dosis;59;Vacunación Programática;Varicela;Norte;09-324;-33.354498;-70.737981
Quilicura;201091;CESFAM Marta Ugarte Román;2da dosis;41;Vacunación Programática;Varicela;Norte;201091;-33.369414;-70.73201
Quinta Normal;10-310;Centro de Salud Familiar Andes;2da dosis;27;Vacunación Programática;Varicela;Occidente;10-310;-33.434192;-70.692944
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;2da dosis;16;Vacunación Programática;Varicela;Occidente;10-320;-33.422508;-70.694803
Quinta Normal;10-325;Centro de Salud Familiar Garín;2da dosis;28;Vacunación Programática;Varicela;Occidente;10-325;-33.430421;-70.714351
Recoleta;09-201;Clínica Dávila;2da dosis;71;Vacunación Programática;Varicela;Norte;09-201;-33.427257;-70.648544
Recoleta;09-301;Centro de Salud Familiar Recoleta;2da dosis;34;Vacunación Programática;Varicela;Norte;09-301;-33.423922;-70.645768
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;2da dosis;48;Vacunación Programática;Varicela;Norte;09-303;-33.403207;-70.634602
Recoleta;09-304;Centro de Salud Familiar Valdivieso;2da dosis;9;Vacunación Programática;Varicela;Norte;09-304;-33.410322;-70.631219
Recoleta;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);2da dosis;28;Vacunación Programática;Varicela;Norte;09-307;-33.384392;-70.644939
Recoleta;09-390;Centro de Salud Familiar Cristo Vive (ONG);2da dosis;19;Vacunación Programática;Varicela;Norte;09-390;-33.387053;-70.641803
Renca;10-360;Centro de Salud Familiar Renca;2da dosis;43;Vacunación Programática;Varicela;Occidente;10-360;-33.403452;-70.709698
Renca;10-361;Centro de Salud Familiar Bicentenario;2da dosis;37;Vacunación Programática;Varicela;Occidente;10-361;-33.397669;-70.749713
Renca;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;2da dosis;44;Vacunación Programática;Varicela;Occidente;10-362;-33.411478;-70.728472
Renca;10-364;Centro de Salud Familiar Huamachuco;2da dosis;34;Vacunación Programática;Varicela;Occidente;10-364;-33.39126;-70.698932
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);2da dosis;38;Vacunación Programática;Varicela;Sur;13-313;-33.597631;-70.714846
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;2da dosis;20;Vacunación Programática;Varicela;Sur;13-315;-33.589661;-70.682857
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;2da dosis;49;Vacunación Programática;Varicela;Sur;13-316;-33.575808;-70.703607
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;2da dosis;32;Vacunación Programática;Varicela;Sur;13-328;-33.613987;-70.697869
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;2da dosis;65;Vacunación Programática;Varicela;Sur;13-330;-33.59866;-70.68036
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);2da dosis;28;Vacunación Programática;Varicela;Sur;13-332;-33.584476;-70.692076
San Bernardo;13-394;Centro de Salud Familiar El Manzano;2da dosis;41;Vacunación Programática;Varicela;Sur;13-394;-33.590706;-70.666217
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;2da dosis;25;Vacunación Programática;Varicela;Sur;13-301;-33.486494;-70.623533
San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;2da dosis;14;Vacunación Programática;Varicela;Sur;13-305;-33.491964;-70.633221
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;2da dosis;35;Vacunación Programática;Varicela;Sur;13-322;-33.506303;-70.624386
San José de Maipo;14-102;Hospital San José de Maipo;2da dosis;14;Vacunación Programática;Varicela;Suroriente;14-102;-33.641256;-70.352299
San José de Maipo;14-407;Posta de Salud Rural Las Vertientes;2da dosis;7;Vacunación Programática;Varicela;Suroriente;14-407;-33.592102;-70.482171
San Miguel;13-300;Centro de Salud Familiar Barros Luco;2da dosis;47;Vacunación Programática;Varicela;Sur;13-300;-33.48279;-70.648764
San Miguel;13-302;Centro de Salud Familiar Recreo;2da dosis;36;Vacunación Programática;Varicela;Sur;13-302;-33.510116;-70.64902
San Pedro;10-387;Centro de Salud Familiar San Pedro;2da dosis;5;Vacunación Programática;Varicela;Occidente;10-387;-33.895313;-71.454412
San Ramón;14-307;Centro de Salud Familiar La Bandera;2da dosis;26;Vacunación Programática;Varicela;Suroriente;14-307;-33.545428;-70.644824
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);2da dosis;20;Vacunación Programática;Varicela;Suroriente;14-314;-33.537986;-70.640552
San Ramón;14-328;Centro de Salud Familiar Poetisa Gabriela Mistral;2da dosis;25;Vacunación Programática;Varicela;Suroriente;14-328;-33.551606;-70.640729
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);2da dosis;1;Vacunación Programática;Varicela;Central;10-100;-33.442394;-70.679188
Santiago;11-267;Centro Médico Vida Integra Alameda;2da dosis;3;Vacunación Programática;Varicela;Central;11-267;-33.446412;-70.658798
Santiago;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;2da dosis;2;Vacunación Programática;Varicela;Central;11-291;-33.442973;-70.655523
Santiago;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;2da dosis;51;Vacunación Programática;Varicela;Central;11-292;-33.442163;-70.640257
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;2da dosis;48;Vacunación Programática;Varicela;Central;11-300;-33.455442;-70.652731
Santiago;11-301;Centro de Salud Familiar Nº 5;2da dosis;30;Vacunación Programática;Varicela;Central;11-301;-33.45118;-70.673769
Santiago;11-370;Centro de Salud Familiar Padre Orellana;2da dosis;23;Vacunación Programática;Varicela;Central;11-370;-33.466621;-70.629593
Santiago;11-372;Centro de Salud Familiar Arauco;2da dosis;12;Vacunación Programática;Varicela;Central;11-372;-33.46803;-70.670454
Santiago;11-376;Centro de Salud Familiar Matta Sur;2da dosis;17;Vacunación Programática;Varicela;Central;11-376;-33.461578;-70.655451
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;2da dosis;66;Vacunación Programática;Varicela;Central;11-381;-33.438921;-70.672467
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;2da dosis;69;Vacunación Programática;Varicela;Occidente;10-390;-33.669665;-70.937614
Tiltil;09-104;Hospital de Til Til;2da dosis;9;Vacunación Programática;Varicela;Norte;09-104;-33.086793;-70.924522
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;2da dosis;12;Vacunación Programática;Varicela;Norte;09-320;-33.135821;-70.799456
Tiltil;09-410;Posta de Salud Rural La Capilla de Caleu;2da dosis;2;Vacunación Programática;Varicela;Norte;09-410;-33.002937;-70.995072
Tiltil;09-413;Posta de Salud Rural Rungue;2da dosis;1;Vacunación Programática;Varicela;Norte;09-413;-33.008385;-70.892433
Tiltil;09-414;Posta de Salud Rural Polpaico;2da dosis;1;Vacunación Programática;Varicela;Norte;09-414;-33.167398;-70.887052
Vitacura;12-200;Clínica Alemana;2da dosis;141;Vacunación Programática;Varicela;Oriente;12-200;-33.391276;-70.572983
Vitacura;12-201;Clínica Tabancura;2da dosis;28;Vacunación Programática;Varicela;Oriente;12-201;-33.38216;-70.53534
Vitacura;12-274;Procedimientos Clínicos Alto Tabancura;2da dosis;12;Vacunación Programática;Varicela;Oriente;12-274;-33.380903;-70.536344
Vitacura;12-309;Centro de Salud Familiar Vitacura;2da dosis;7;Vacunación Programática;Varicela;Oriente;12-309;-33.38985;-70.555009
Ñuñoa;12-240;Hospital Carabineros;2da dosis;45;Vacunación Programática;Varicela;Oriente;12-240;-33.450658;-70.608463
Ñuñoa;12-310;Centro de Salud Familiar Rosita Renard;2da dosis;42;Vacunación Programática;Varicela;Oriente;12-310;-33.469243;-70.602904
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;2da dosis;21;Vacunación Programática;Varicela;Oriente;12-311;-33.465998;-70.587774
Ñuñoa;12-942;Vacunatorio Varik;2da dosis;35;Vacunación Programática;Varicela;Oriente;12-942;-33.45454;-70.606179
Ñuñoa;201093;Vacunatorio Medicien_Ñuñoa;2da dosis;4;Vacunación Programática;Varicela;Oriente;201093;-33.455441;-70.595222
